avg color red,avg color green,avg color blue,entropy of red,entropy of green,entropy of blue,avg entropy,width,height,aspect ratio,area,size,compression ratio,bit depth,total pixels,hue,saturation,value,hue median,saturation median,value median,output
128.6703259,122.3065032,131.9369843,7.798551314,7.728620303,7.663658911,7.730276843,1280,756,1.693121693,967680,157244,0.162495866,24,967680,0.472432787,0.21633353,0.561880702,0.603773585,0.171122995,0.556862745,0
73.35328234,110.2094249,133.6809766,7.809959931,7.802191571,7.537088805,7.716413436,1280,720,1.777777778,921600,175517,0.190448134,24,921600,0.276573009,0.511608666,0.539229826,0.129310345,0.477777778,0.505882353,0
176.1449653,175.6927083,178.0138889,6.960334964,7.100138415,7.05964866,7.04004068,48,48,1,2304,1284,0.557291667,24,2304,0.451890555,0.075262734,0.715383306,0.533333333,0.035087719,0.792156863,0
61.32161458,70.41015625,80.43663194,7.217535424,7.051588033,6.917302117,7.062141858,48,48,1,2304,1480,0.642361111,24,2304,0.284946056,0.285808923,0.319796773,0.111111111,0.24,0.180392157,0
120.6831,129.67145,145.849725,7.730403072,7.841571466,7.929356739,7.833777093,200,200,1,40000,11517,0.287925,24,40000,0.31266786,0.301265262,0.590405392,0.09375,0.2,0.619607843,0
104.936125,115.07195,123.726625,7.642217793,7.671063755,7.845785629,7.719689059,200,200,1,40000,10970,0.27425,24,40000,0.291041965,0.404174048,0.543144804,0.104166667,0.333333333,0.584313725,0
137.2986,151.3848,169.6412,7.488927076,7.687508736,7.736661923,7.637699245,200,200,1,40000,14203,0.355075,24,40000,0.171648225,0.331437109,0.678309608,0.08627451,0.230769231,0.8,0
80.73912279,95.99974333,101.3024797,7.778666016,7.750470252,7.636058832,7.7217317,720,671,1.073025335,483120,93958,0.194481702,24,483120,0.156797788,0.298541667,0.402893374,0.127192982,0.259259259,0.384313725,0
107.245675,118.553,138.707,7.798394352,7.849664481,7.848035093,7.832031309,200,200,1,40000,10927,0.273175,24,40000,0.167373714,0.332552722,0.549475588,0.065217391,0.260869565,0.607843137,0
131.703275,139.00505,142.465025,6.80928653,6.81976758,6.850976526,6.826676879,200,200,1,40000,10279,0.256975,24,40000,0.131325528,0.139498875,0.562236667,0.090909091,0.107142857,0.588235294,0
105.7165976,123.9610172,123.4775191,7.670316129,7.584472145,7.646190723,7.633659666,112,112,1,12544,5722,0.456154337,24,12544,0.239062963,0.301369806,0.513480392,0.178294574,0.265151515,0.494117647,0
136.952825,130.0437,128.7534,7.51069014,7.333323824,6.970402416,7.271472127,200,200,1,40000,10176,0.2544,24,40000,0.418905001,0.295282577,0.595288431,0.578231293,0.25,0.807843137,0
78.39765937,97.90993854,108.7855656,7.796035086,7.690191105,7.513265144,7.666497112,1200,800,1.5,960000,139135,0.144932292,24,960000,0.296757397,0.488007105,0.508644628,0.16091954,0.530769231,0.521568627,0
82.22330208,86.5498125,103.1131385,7.78807428,7.595775041,7.493064672,7.625637997,1200,800,1.5,960000,128514,0.13386875,24,960000,0.318670455,0.415794792,0.443503676,0.102202483,0.444444444,0.4,0
107.6610026,116.6341385,138.9620237,7.910861858,7.893166469,7.857201334,7.887076554,960,960,1,921600,105603,0.114586589,24,921600,0.28415162,0.355956124,0.569371498,0.078703704,0.307692308,0.6,0
87.57828444,92.04009885,89.17697704,7.408485341,7.420199164,7.408409889,7.412364798,112,112,1,12544,4705,0.375079719,24,12544,0.308439313,0.166388983,0.372097589,0.266666667,0.100515807,0.28627451,0
142.937425,169.16275,147.059025,7.626495053,7.436627741,7.334074816,7.465732537,200,200,1,40000,11360,0.284,24,40000,0.403232877,0.402074478,0.744990686,0.371287129,0.342366823,0.8,0
120.90325,140.94255,139.311125,7.619843398,7.535010727,7.549392215,7.568082114,200,200,1,40000,13044,0.3261,24,40000,0.240505334,0.307991067,0.593239902,0.161564626,0.259259259,0.560784314,0
108.8804209,118.1261958,141.3402423,7.599411038,7.585686823,7.480569086,7.555222316,112,112,1,12544,4351,0.346859056,24,12544,0.317614231,0.312181199,0.564357931,0.081699346,0.318181818,0.647058824,0
102.288525,127.30555,147.8569,7.768658399,7.845224962,7.66917158,7.761018314,200,200,1,40000,11814,0.29535,24,40000,0.227206318,0.371097379,0.593858725,0.1,0.25,0.701960784,0
121.473175,136.221525,151.546025,7.812803491,7.895684787,7.921037753,7.876508677,200,200,1,40000,13856,0.3464,24,40000,0.269598542,0.318124128,0.626149118,0.10042735,0.230769231,0.678431373,0
152.6919284,164.9254931,177.2076333,7.383950213,7.635802797,7.681813648,7.567188886,74,74,1,5476,2843,0.51917458,24,5476,0.245931275,0.263203146,0.718663974,0.111111111,0.151949367,0.823529412,0
167.7796443,170.9863441,191.803962,6.974008609,7.067482943,6.943566167,6.99501924,465,260,1.788461538,120900,14538,0.120248139,24,120900,0.376061926,0.192539644,0.781073874,0.5,0.062827225,0.8,0
143.249125,152.1929,161.600175,7.452248467,7.491925242,7.730329805,7.558167838,200,200,1,40000,10554,0.26385,24,40000,0.254018812,0.240125752,0.675072647,0.122222222,0.215686275,0.682352941,0
53.12600438,77.54556245,104.9213842,7.783609912,7.445125378,7.068760532,7.432498607,148,148,1,21904,7540,0.344229365,24,21904,0.116896892,0.522829226,0.412986078,0.09009009,0.494623656,0.364705882,0
75.66812819,86.76897321,95.30556441,7.687506391,7.591458774,7.445561551,7.574842239,112,112,1,12544,4725,0.376674107,24,12544,0.225080118,0.394600808,0.402747036,0.12962963,0.392211028,0.384313725,0
77.8035,95.100925,113.971025,7.736331742,7.564205456,7.414829963,7.571789054,200,200,1,40000,11471,0.286775,24,40000,0.245555214,0.432598987,0.465645686,0.111111111,0.420560748,0.42745098,0
112.328725,122.459325,127.08045,7.656425629,7.610862198,7.757608976,7.674965601,200,200,1,40000,10158,0.25395,24,40000,0.237837486,0.191892416,0.514170686,0.133333333,0.1,0.474509804,0
94.7207,115.1771,123.6527,7.854918916,7.853293189,7.45278699,7.720333032,200,200,1,40000,13735,0.343375,24,40000,0.334797276,0.422626655,0.514601765,0.213768116,0.438596491,0.415686275,0
90.46967045,114.911376,133.1159308,7.815358921,7.837660622,7.634385968,7.762468504,2048,1253,1.634477255,2566144,187438,0.073042666,24,2566144,0.285287167,0.452331485,0.55801783,0.134453782,0.469026549,0.603921569,0
121.6413624,140.0003827,152.5031305,7.428341846,7.440640081,7.15702,7.342000642,325,402,0.808457711,130650,17670,0.135246843,24,130650,0.265727692,0.402115386,0.643822126,0.098039216,0.382716049,0.623529412,0
80.66667386,91.41130636,116.928648,7.872010463,7.693256607,7.554727524,7.706664865,2048,1629,1.257213014,3336192,448770,0.134515639,24,3336192,0.230291856,0.31870735,0.467786665,0.047619048,0.277777778,0.470588235,0
118.3587248,129.0695853,138.4255792,7.540174729,7.753487162,7.628464065,7.640708652,1996,1642,1.215590743,3277432,819516,0.250048208,24,3277432,0.337869826,0.267520471,0.590033347,0.3125,0.239215686,0.588235294,0
110.6333473,133.6125795,166.515153,7.093709296,7.432705279,7.441741331,7.322718635,1874,1074,1.744878957,2012676,337185,0.16753069,24,2012676,0.268941458,0.414914209,0.707866635,0.087719298,0.435779817,0.823529412,0
95.14875611,95.56479701,102.3501316,7.883932075,7.832946352,7.799280462,7.83871963,1280,819,1.562881563,1048320,265580,0.253338675,24,1048320,0.453769322,0.299427574,0.438779934,0.574074074,0.238095238,0.384313725,0
113.0379438,119.0558712,124.360727,7.526309481,7.532222473,7.511679801,7.523403918,2048,1367,1.498171178,2799616,457496,0.16341384,24,2799616,0.402950931,0.280467165,0.532813884,0.425675676,0.158878505,0.521568627,0
95.14875611,95.56479701,102.3501316,7.883932075,7.832946352,7.799280462,7.83871963,1280,819,1.562881563,1048320,265580,0.253338675,24,1048320,0.453769322,0.299427574,0.438779934,0.574074074,0.238095238,0.384313725,0
81.90576406,103.7019578,101.230679,7.748274127,7.830243053,7.44253007,7.673682417,1280,836,1.531100478,1070080,264827,0.247483366,24,1070080,0.336885389,0.412218635,0.444131265,0.251322751,0.4,0.360784314,0
98.66709316,101.0584527,105.9447053,7.693993956,7.635531682,7.711956995,7.680494211,1280,853,1.500586166,1091840,138101,0.12648465,24,1091840,0.318383575,0.182396149,0.437406957,0.194444444,0.115044248,0.392156863,0
147.2552738,152.7806222,159.3556504,7.663060162,7.754176329,7.801033868,7.739423453,1280,998,1.28256513,1277440,168242,0.131702467,24,1277440,0.350414597,0.211493214,0.657271034,0.223628692,0.10460251,0.737254902,0
77.82443677,98.00896373,98.1839563,7.674668119,7.658705347,7.467538934,7.600304133,1280,946,1.353065539,1210880,195362,0.161338861,24,1210880,0.283618521,0.404357669,0.423749304,0.214285714,0.308900524,0.384313725,0
94.91670508,105.0270847,131.2660068,7.78987995,7.778876,7.658891131,7.742549027,500,590,0.847457627,295000,45290,0.153525424,24,295000,0.266483622,0.385395298,0.524853838,0.06626506,0.405274751,0.576470588,0
78.1874647,108.4297184,139.3672548,6.746955763,6.289722832,5.957302729,6.331327108,1036,834,1.242206235,864024,84740,0.098075979,24,864024,0.204681144,0.383325451,0.553404594,0.166666667,0.226086957,0.462745098,0
85.9474294,92.66467361,118.6908967,7.656263676,7.527124432,7.53187546,7.571754522,896,736,1.217391304,659456,69832,0.105893342,24,659456,0.29734732,0.414848743,0.499387088,0.133333333,0.37677789,0.549019608,0
73.47236634,83.99285247,87.76492987,6.669017099,6.663383937,6.576107544,6.636169527,1090,870,1.252873563,948300,67221,0.070885796,24,948300,0.271581348,0.319617783,0.357136424,0.154320988,0.279279279,0.376470588,0
107.0388164,108.4155207,129.4110316,7.675409923,7.639688755,7.591754886,7.635617854,1062,834,1.273381295,885708,139731,0.157761926,24,885708,0.331715399,0.326741915,0.545749783,0.071684588,0.330827068,0.501960784,0
107.0211039,148.5029587,180.5105337,6.684003156,6.689423794,6.413136613,6.595521188,1048,864,1.212962963,905472,92744,0.102426138,24,905472,0.208984803,0.371528169,0.714452166,0.158536585,0.218390805,0.690196078,0
86.45794679,96.45217029,129.3424196,6.721449421,6.613033235,6.703903384,6.679462014,1002,670,1.495522388,671340,49262,0.073378616,24,671340,0.237451168,0.567503353,0.581088955,0.057795699,0.674418605,0.552941176,0
84.20873779,93.6796888,124.5032181,6.821557638,6.747774526,6.838795999,6.802709387,925,667,1.386806597,616975,51610,0.083650067,24,616975,0.245638201,0.56133713,0.564671044,0.0625,0.570680628,0.549019608,0
75.53271256,104.3891989,135.2102508,6.732991144,6.385128618,6.051786648,6.389968803,1036,838,1.23627685,868168,91111,0.104946278,24,868168,0.227107006,0.398822945,0.53828046,0.172043011,0.247706422,0.42745098,0
80.51678398,81.81420388,100.0253277,7.424903328,7.233887317,7.28095432,7.313248322,1030,800,1.2875,824000,112446,0.136463592,24,824000,0.304708803,0.341782834,0.421765539,0.072916667,0.333333333,0.392156863,0
80.06153655,114.9933955,149.3642822,6.672677627,6.390824269,6.152603466,6.405368454,1028,836,1.229665072,859408,90079,0.104815175,24,859408,0.200189554,0.399223623,0.590858637,0.161458333,0.256198347,0.490196078,0
81.98599893,116.8741706,149.0062368,6.798075238,6.393953592,6.003200649,6.398409827,1012,828,1.222222222,837936,79922,0.095379599,24,837936,0.194957191,0.386986674,0.589578155,0.161458333,0.238461538,0.521568627,0
78.98838906,104.4818999,157.2916299,6.77000316,6.580197441,6.863548049,6.737916217,1199,688,1.742732558,824912,62294,0.075515934,24,824912,0.158157389,0.540637687,0.637618387,0.055128205,0.702702703,0.682352941,0
145.0738594,148.726098,160.3267519,7.747962203,7.792078739,7.774577768,7.77153957,1200,743,1.615074024,891600,194852,0.218541947,24,891600,0.426977518,0.283796239,0.698207497,0.5,0.204081633,0.776470588,0
130.5561203,125.3225961,149.9563648,7.494487522,7.611456381,7.631721575,7.579221826,1200,668,1.796407186,801600,134961,0.168364521,24,801600,0.396706664,0.269814397,0.633780361,0.5,0.208835341,0.745098039,0
151.8314905,151.4405243,156.2059968,7.670137009,7.70795557,7.679260177,7.685784252,1200,979,1.225740552,1174800,185967,0.158296731,24,1174800,0.354150225,0.129720063,0.637111208,0.416666667,0.048034934,0.682352941,0
148.1545932,145.8921268,162.4284423,7.362476785,7.508001013,7.5117145,7.460730766,1200,719,1.668984701,862800,138609,0.160650209,24,862800,0.388513513,0.222365401,0.675460348,0.416666667,0.174685642,0.811764706,0
68.5599269,88.11928119,130.1234954,6.704278273,6.517284382,6.7922255,6.671262718,1200,684,1.754385965,820800,57764,0.070375244,24,820800,0.202577678,0.55788617,0.542698319,0.056,0.740506329,0.576470588,0
132.6990917,147.5695667,182.5956396,6.921226378,7.822651494,7.826517366,7.523465079,1200,800,1.5,960000,214958,0.223914583,24,960000,0.309868621,0.38311091,0.75077902,0.12,0.364963504,0.835294118,0
87.90182708,94.0655875,147.218349,7.623727285,7.519859182,7.477307729,7.540298065,1200,800,1.5,960000,154524,0.1609625,24,960000,0.295755383,0.48289174,0.605813456,0.047049442,0.4625,0.678431373,0
120.5068312,117.6503094,136.757475,7.701750181,7.907539438,7.850973537,7.820087718,1200,800,1.5,960000,200958,0.20933125,24,960000,0.318479782,0.425338888,0.624106695,0.08974359,0.431192661,0.623529412,0
110.849925,114.1323667,121.5690354,7.851098052,7.774778041,7.482474186,7.702783426,1200,800,1.5,960000,201560,0.209958333,24,960000,0.332813058,0.271659829,0.521172304,0.189542484,0.206185567,0.552941176,0
108.2398313,124.2833802,143.2247854,7.838524289,7.860775499,7.348322132,7.68254064,1200,800,1.5,960000,243116,0.253245833,24,960000,0.352548533,0.458296659,0.622863346,0.192307692,0.371559633,0.709803922,0
97.10920417,107.4056344,117.8308969,7.883566929,7.799464465,7.624201165,7.76907752,1200,800,1.5,960000,269566,0.280797917,24,960000,0.340421249,0.317221362,0.493287864,0.199404762,0.227722772,0.490196078,0
130.2740844,127.7930031,132.4596396,7.697591183,7.706619216,7.531879624,7.645363341,1200,800,1.5,960000,220038,0.22920625,24,960000,0.379950283,0.288571569,0.593842455,0.320704171,0.285714286,0.631372549,0
135.5178193,130.4560716,134.6743938,7.672244427,7.527532352,7.265868986,7.488548588,1200,822,1.459854015,986400,169355,0.171689984,24,986400,0.433676573,0.234144055,0.580434183,0.594444444,0.155737705,0.6,0
117.1595813,123.1714792,133.6094552,7.903569761,7.921555312,7.86916689,7.898097321,1200,800,1.5,960000,282599,0.294373958,24,960000,0.410103266,0.267216498,0.565216389,0.548245614,0.185185185,0.6,0
105.3601094,108.2403677,114.5506354,7.886673687,7.821005371,7.689559413,7.79907949,1200,800,1.5,960000,255997,0.266663542,24,960000,0.350577507,0.2558057,0.486814187,0.205761317,0.197740113,0.462745098,0
108.7551531,110.8205344,120.1754823,7.798343002,7.649867548,7.337699496,7.595303349,1200,800,1.5,960000,210667,0.219444792,24,960000,0.372271642,0.333447155,0.521082606,0.233333333,0.258333333,0.458823529,0
96.53818502,83.31667969,101.4151115,7.421444302,7.141680352,7.274820845,7.279315166,1106,662,1.670694864,732172,112707,0.153935141,24,732172,0.716689444,0.254657867,0.427457943,0.769230769,0.23,0.376470588,0
114.3297526,124.0359801,138.541358,7.817211127,7.833184088,7.557031561,7.735808926,979,668,1.465568862,653972,85454,0.130669203,24,653972,0.411958674,0.394724418,0.576189249,0.404040404,0.262672811,0.596078431,0
58.86747102,54.03559252,74.48603549,7.362631307,6.864386817,7.045628671,7.090882265,1124,668,1.682634731,750832,121102,0.161290409,24,750832,0.594274469,0.365524699,0.306259498,0.757575758,0.322580645,0.274509804,0
118.7766316,128.7929382,141.1006315,7.777342878,7.850350895,7.52639328,7.718029018,933,668,1.396706587,623244,81603,0.130932668,24,623244,0.41299746,0.381420904,0.590362595,0.417948718,0.244680851,0.619607843,0
77.97649613,104.0982874,157.7733503,6.702046412,6.490309527,6.825803345,6.672719761,1200,689,1.741654572,826800,59792,0.072317368,24,826800,0.154414012,0.545266963,0.639821789,0.054373522,0.703703704,0.682352941,0
94.92264583,140.8397375,188.2033229,6.623233054,7.642643331,7.29011516,7.185330515,1200,800,1.5,960000,113148,0.1178625,24,960000,0.098615273,0.525366804,0.739882929,0.078888889,0.566801619,0.858823529,0
55.89200536,91.56557405,132.7598354,6.638226756,7.04933212,6.666644907,6.784734594,871,600,1.451666667,522600,59870,0.114561806,24,522600,0.094107616,0.594170729,0.521222365,0.09009009,0.618181818,0.462745098,0
110.7568434,149.2766138,193.4199335,5.974758259,7.033869471,6.910974097,6.639867276,807,607,1.329489292,489849,52232,0.106628777,24,489849,0.105715571,0.432233804,0.758632038,0.097777778,0.431578947,0.749019608,0
105.7939615,121.6996781,151.0038354,7.607561613,7.705162772,7.655915418,7.656213268,1200,800,1.5,960000,149811,0.156053125,24,960000,0.307347996,0.370051093,0.602258574,0.093137255,0.412698413,0.650980392,0
49.95620741,98.41979907,122.2448148,7.915777627,7.811653909,6.863589354,7.530340296,1200,900,1.333333333,1080000,314496,0.2912,24,1080000,0.172330061,0.638342524,0.49057398,0.112745098,0.695652174,0.478431373,0
86.99163458,96.35309676,147.9376352,7.433577575,7.436852521,7.262725455,7.377718517,1199,730,1.642465753,875270,140297,0.160289968,24,875270,0.39469712,0.457593042,0.583449961,0.085714286,0.466666667,0.643137255,0
99.3990373,117.3551975,140.2758488,7.808002892,7.766377552,7.667572514,7.747317653,1152,576,2,663552,163292,0.246087722,24,663552,0.189284915,0.364783359,0.563683695,0.096969697,0.34,0.560784314,0
59.29583458,63.53954297,100.5430787,6.806977294,6.585561235,6.467261787,6.619933439,1200,671,1.788375559,805200,85390,0.106048187,24,805200,0.542670637,0.385878611,0.398451618,0.733333333,0.348039216,0.301960784,0
84.20869688,88.98296563,117.4314385,7.264499091,7.40568683,7.187845925,7.286010615,1200,800,1.5,960000,111192,0.115825,24,960000,0.354986971,0.458488331,0.507667108,0.121212121,0.463235294,0.501960784,0
108.9342844,132.7088677,166.0788885,7.70773631,7.835655948,7.763184746,7.768859001,1200,800,1.5,960000,231625,0.241276042,24,960000,0.239092124,0.396705274,0.6696556,0.086956522,0.395061728,0.705882353,0
92.9635467,131.8193268,176.5394107,6.471817691,7.207164374,7.058882333,6.912621466,871,606,1.437293729,527826,65873,0.124800597,24,527826,0.105337152,0.481610671,0.692478887,0.092156863,0.49375,0.654901961,0
62.91045104,78.85025833,111.7755594,7.702364804,7.425192531,7.250881977,7.459479771,1200,800,1.5,960000,124563,0.129753125,24,960000,0.240734873,0.456464455,0.44804451,0.058922559,0.477272727,0.392156863,0
54.45993854,56.29550625,76.74300521,7.002154432,6.711443342,6.561637131,6.758411635,1200,800,1.5,960000,83203,0.086669792,24,960000,0.539756236,0.384298227,0.320549109,0.638888889,0.306122449,0.215686275,0
91.63015521,96.78629896,127.1694615,7.569395005,7.402958593,7.317672482,7.430008694,1200,800,1.5,960000,98862,0.10298125,24,960000,0.371253052,0.433824985,0.534539592,0.166666667,0.482758621,0.560784314,0
106.6340284,155.1928717,192.2559004,7.021700288,7.637343935,7.40651455,7.355186258,1059,665,1.592481203,704235,108646,0.154275206,24,704235,0.146300181,0.472972632,0.763559952,0.096899225,0.503703704,0.788235294,0
73.66570313,88.62219688,125.4657969,7.649246986,7.491192188,7.218737346,7.45305884,1200,800,1.5,960000,119020,0.123979167,24,960000,0.333626201,0.469596199,0.501015016,0.111111111,0.486772487,0.525490196,0
131.3663182,127.1698454,135.5155988,7.846979848,7.883240017,7.862582502,7.864267456,1119,667,1.677661169,746373,197442,0.264535293,24,746373,0.436638525,0.269730183,0.589936982,0.565217391,0.222222222,0.576470588,0
85.06856563,122.072876,170.7477781,7.513233881,7.878160426,7.679213861,7.690202723,1200,800,1.5,960000,237999,0.247915625,24,960000,0.103567203,0.544959872,0.672396565,0.064102564,0.57615894,0.698039216,0
60.1189352,88.10474432,127.9537922,6.81830425,6.716152672,6.552839693,6.695765538,940,657,1.430745814,617580,59524,0.096382655,24,617580,0.098688734,0.551950324,0.503941647,0.05620155,0.578313253,0.42745098,0
57.90491158,100.5202199,141.4546539,6.60004345,7.167707854,6.610980796,6.7929107,901,667,1.350824588,600967,76722,0.127664248,24,600967,0.148860384,0.612745646,0.555599676,0.100775194,0.680851064,0.560784314,0
56.19813059,96.14527508,147.5221949,6.914404376,6.719851515,6.680403142,6.771553011,850,618,1.375404531,525300,47889,0.091165049,24,525300,0.194585657,0.577799357,0.590231591,0.075221239,0.59223301,0.721568627,0
85.02356163,102.9561224,148.0315025,5.890265312,6.383871107,6.384349463,6.219495294,935,664,1.40813253,620840,68175,0.109810901,24,620840,0.13130404,0.373432592,0.580613887,0.094202899,0.276923077,0.57254902,0
51.35052413,91.53402934,144.1026649,6.975631303,6.704007076,6.507988176,6.729208852,885,664,1.332831325,587640,53914,0.091746648,24,587640,0.189079374,0.600820912,0.576728302,0.069664903,0.785714286,0.71372549,0
117.4284719,125.8103229,183.8275729,6.910043029,7.281917349,7.186469588,7.126143322,1200,800,1.5,960000,79108,0.082404167,24,960000,0.33125089,0.387067071,0.724373243,0.064327485,0.393518519,0.752941176,0
103.4251093,147.021896,195.0314129,5.887669694,6.958917726,6.993958226,6.613515215,860,596,1.44295302,512560,50313,0.098160215,24,512560,0.090417125,0.472508918,0.764907569,0.092156863,0.479768786,0.701960784,0
49.39288549,90.02120325,143.0883703,6.96434864,6.718045525,6.394726445,6.692373537,818,610,1.340983607,498980,46418,0.093025773,24,498980,0.192794573,0.60761786,0.572924358,0.07010582,0.818181818,0.709803922,0
113.4449832,125.4343846,192.4849211,7.189704597,7.833880778,7.770939914,7.598175096,1200,845,1.420118343,1014000,195959,0.193253452,24,1014000,0.308338952,0.491771335,0.778502054,0.0625,0.521912351,0.819607843,0
150.4130626,151.9410201,166.2616446,7.097425685,7.019884888,7.092619414,7.069976663,1200,754,1.591511936,904800,223190,0.246673298,24,904800,0.326897841,0.183086518,0.674769465,0.115942029,0.145454545,0.654901961,0
138.3763122,138.1872373,151.1451496,7.597213898,7.618081227,7.727377399,7.647557508,1200,663,1.809954751,795600,214857,0.270056561,24,795600,0.426463548,0.266115874,0.653961346,0.518372703,0.222222222,0.68627451,0
161.043845,172.1254141,198.0458847,6.91218076,7.399907007,7.544401377,7.285496381,1200,811,1.479654747,973200,230046,0.236381011,24,973200,0.319539564,0.247069458,0.794347844,0.138888889,0.215189873,0.894117647,0
179.145071,152.6619151,141.4733945,7.339666643,7.053763086,6.908316904,7.100582211,1200,681,1.762114537,817200,84780,0.103744493,24,817200,0.647014108,0.298641885,0.728984701,0.611111111,0.249011858,0.725490196,0
121.4658281,136.3743548,155.407994,7.737892018,7.881567763,7.927784971,7.849081584,952,775,1.228387097,737800,266687,0.361462456,24,737800,0.293148494,0.308797371,0.628597431,0.166666667,0.231372549,0.690196078,0
186.1085463,164.6704222,150.3972234,7.181856599,6.96185556,6.810792062,6.98483474,1200,681,1.762114537,817200,81767,0.100057513,24,817200,0.616732188,0.256186006,0.751764567,0.599415205,0.226666667,0.764705882,0
110.7466448,115.999651,123.4516583,7.627201022,7.578642612,7.52404668,7.576630104,1200,800,1.5,960000,255686,0.266339583,24,960000,0.336506186,0.189078786,0.502679122,0.238095238,0.136363636,0.458823529,0
120.3870812,132.069174,156.1208875,7.609087641,7.900250258,7.853657588,7.787665162,1200,800,1.5,960000,254623,0.265232292,24,960000,0.348288303,0.311492548,0.646745343,0.153508772,0.275862069,0.705882353,0
112.9533229,118.4876146,126.2729063,7.765481107,7.718604053,7.674829612,7.719638257,1200,800,1.5,960000,248976,0.25935,24,960000,0.309347569,0.197293985,0.513313497,0.196078431,0.129032258,0.494117647,0
121.726526,129.3416198,145.6689625,7.788591586,7.901618316,7.87478957,7.854999824,1200,800,1.5,960000,294933,0.307221875,24,960000,0.360298933,0.293527504,0.615473047,0.236666667,0.246073298,0.639215686,0
95.72508195,124.6631919,144.6369282,7.516601935,7.584009905,7.604245242,7.568285694,1199,718,1.669916435,860882,100737,0.117016037,24,860882,0.140916007,0.353580101,0.573672318,0.107526882,0.335329341,0.615686275,0
88.40963557,121.9261277,159.1172756,7.299390645,7.38454638,7.296369341,7.326768789,1200,702,1.709401709,842400,69366,0.082343305,24,842400,0.097652246,0.435499553,0.625551198,0.089108911,0.502673797,0.654901961,0
99.67352607,140.1627677,186.6197923,6.915536105,7.324361816,7.219643907,7.15318061,881,595,1.480672269,524195,49435,0.094306508,24,524195,0.091604439,0.453270248,0.732655214,0.083333333,0.508196721,0.737254902,0
89.55108151,123.1481083,158.6644112,7.375082248,7.427742163,7.415645559,7.406156657,1200,685,1.751824818,822000,74730,0.090912409,24,822000,0.100736939,0.438308068,0.622822919,0.094871795,0.5,0.650980392,0
117.6882573,126.8637698,145.1070531,7.770502747,7.844438751,7.806353437,7.807098312,1200,800,1.5,960000,273806,0.285214583,24,960000,0.375440911,0.277407531,0.602848248,0.280864198,0.224489796,0.615686275,0
117.2200615,125.3761031,138.3831656,7.887231426,7.886365805,7.856168157,7.876588463,1200,800,1.5,960000,205055,0.213598958,24,960000,0.30935618,0.275292361,0.569385519,0.115942029,0.18902439,0.615686275,0
106.1943854,118.4145948,125.5725677,7.554487849,7.548213315,7.576046703,7.559582622,1200,800,1.5,960000,197910,0.20615625,24,960000,0.290442987,0.281085746,0.517697288,0.182795699,0.256,0.529411765,0
146.2729357,144.3488367,171.2453407,7.60252875,7.860272646,7.881530767,7.781444054,1200,702,1.709401709,842400,204518,0.242780152,24,842400,0.397493812,0.294369409,0.712511242,0.2,0.225,0.760784314,0
108.1447586,113.5555434,128.2496531,7.856674882,7.815095383,7.883370432,7.851713566,1200,687,1.746724891,824400,231487,0.280794517,24,824400,0.37553711,0.334906653,0.543557396,0.206666667,0.236363636,0.537254902,0
133.0423999,126.5839367,145.3982927,7.804613332,7.863549754,7.856681429,7.841614838,1200,924,1.298701299,1108800,315001,0.284091811,24,1108800,0.392739504,0.34477411,0.635737345,0.305555556,0.314049587,0.647058824,0
74.992925,88.19486875,115.4765437,7.776355039,7.681169413,7.463118114,7.640214189,1200,800,1.5,960000,256603,0.267294792,24,960000,0.224980755,0.43803652,0.463229163,0.080808081,0.367346939,0.419607843,0
99.00797813,111.1594802,124.0446437,7.771125626,7.786979071,7.779853529,7.779319409,1200,800,1.5,960000,264313,0.275326042,24,960000,0.215797641,0.258436609,0.492386099,0.104166667,0.179104478,0.474509804,0
99.853275,110.0257427,121.5752438,7.819306332,7.833525478,7.822452921,7.825094911,1200,800,1.5,960000,234158,0.243914583,24,960000,0.280915474,0.256499848,0.487710821,0.115384615,0.152046784,0.462745098,0
102.0199064,108.342215,118.5050031,7.733416926,7.746948794,7.754072332,7.744812684,1024,682,1.501466276,698368,182763,0.261700135,24,698368,0.333162831,0.271318716,0.486817512,0.154320988,0.175438596,0.51372549,0
98.67366789,104.7536593,108.967239,7.635785989,7.539856519,7.436658658,7.537433722,1200,680,1.764705882,816000,92266,0.113071078,24,816000,0.335418196,0.262497766,0.474666893,0.25,0.217391304,0.407843137,0
96.47963863,110.5604592,121.5384856,7.63086077,7.5235045,7.475266626,7.543210632,1108,894,1.239373602,990552,112283,0.113353968,24,990552,0.204347634,0.322458545,0.511509954,0.123655914,0.285714286,0.454901961,0
70.19217788,100.1146797,154.0731902,6.742946828,6.501849945,6.909584293,6.718127022,942,602,1.564784053,567084,47383,0.083555523,24,567084,0.177784548,0.471629931,0.609561989,0.065656566,0.452054795,0.749019608,0
58.29630935,86.98320362,145.035755,6.780890657,6.267953103,6.805842144,6.618228635,1200,681,1.762114537,817200,55125,0.067455947,24,817200,0.143788475,0.541939986,0.573051865,0.054507338,0.817679558,0.662745098,0
167.316349,164.5569396,163.7454134,7.364177011,7.629343191,7.5768242,7.523448134,1024,699,1.464949928,715776,109257,0.152641329,24,715776,0.450547348,0.285324047,0.736639259,0.583333333,0.171945701,0.82745098,0
